71730,19:55:30,19,55,30,71730,19:00-19:59,7,Evening (18:00 PM To 23:59 PM)
62698,17:24:58,17,24,58,62698,17:00-17:59,6,PM Peak (16:00 PM To 17:59 PM)
62695,17:24:55,17,24,55,62695,17:00-17:59,6,PM Peak (16:00 PM To 17:59 PM)
4669,01:17:49,1,17,49,4669,01:00-01:59,0,Late Night (00:00 AM To 02:59 AM)
4664,01:17:44,1,17,44,4664,01:00-01:59,0,Late Night (00:00 AM To 02:59 AM)
75720,21:02:00,21,2,0,75720,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
42780,11:53:00,11,53,0,42780,11:00-11:59,3,Mid Morning (9:00 AM To 11:59 AM)
32935,09:08:55,9,8,55,32935,09:00-09:59,3,Mid Morning (9:00 AM To 11:59 AM)
58039,16:07:19,16,7,19,58039,16:00-16:59,6,PM Peak (16:00 PM To 17:59 PM)
73987,20:33:07,20,33,7,73987,20:00-20:59,7,Evening (18:00 PM To 23:59 PM)
75723,21:02:03,21,2,3,75723,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
18325,05:05:25,5,5,25,18325,05:00-05:59,1,Early Morning(03:00 AM To 6:59 AM)
84142,23:22:22,23,22,22,84142,23:00-23:59,7,Evening (18:00 PM To 23:59 PM)
71733,19:55:33,19,55,33,71733,19:00-19:59,7,Evening (18:00 PM To 23:59 PM)
42778,11:52:58,11,52,58,42778,11:00-11:59,3,Mid Morning (9:00 AM To 11:59 AM)
